#Number of Samples: 6
#Total Number of Reads: 870188
#G1_1	G1_1/G1_1_1_bracken_genuses.kraken2_report
#G2_1	G2_1/G2_1_1_bracken_genuses.kraken2_report
#G3_1	G3_1/G3_1_1_bracken_genuses.kraken2_report
#G4_1	G4_1/G4_1_1_bracken_genuses.kraken2_report
#G5_1	G5_1/G5_1_1_bracken_genuses.kraken2_report
#G6_1	G6_1/G6_1_1_bracken_genuses.kraken2_report
#perc	tot_all	tot_lvl	G1_1_all	G1_1_lvl	G2_1_all	G2_1_lvl	G3_1_all	G3_1_lvl	G4_1_all	G4_1_lvl	G5_1_all	G5_1_lvl	G6_1_all	G6_1_lvl	lvl_type	taxid	name
0.0001	1	1	1	1	0	0	0	0	0	0	0	0	0	0	G	50420	            Litoricola
11.4611	99733	0	6080	0	3368	0	16490	0	35072	0	9338	0	29385	0	O	46187	        Burkholderiales
5.3425	46490	0	4031	0	546	0	6144	0	27859	0	3974	0	3936	0	F	46189	          Alcaligenaceae
1.6766	14590	14590	550	550	128	128	910	910	11085	11085	659	659	1258	1258	G	46191	            Advenella
0.6753	5876	5876	1059	1059	40	40	117	117	3982	3982	325	325	353	353	G	46190	            Achromobacter
0.5991	5213	5213	142	142	36	36	155	155	2912	2912	1576	1576	392	392	G	46206	            Parapusillimonas
0.4828	4201	4201	505	505	27	27	108	108	2940	2940	267	267	354	354	G	46194	            Bordetella
0.4373	3805	3805	2	2	171	171	3562	3562	37	37	8	8	25	25	G	46202	            Oligella
0.3025	2632	2632	711	711	10	10	45	45	1601	1601	118	118	147	147	G	46192	            Alcaligenes
0.2197	1912	1912	260	260	3	3	33	33	1421	1421	81	81	114	114	G	46210	            Pusillimonas
0.1815	1579	1579	36	36	35	35	331	331	430	430	79	79	668	668	G	46201	            Kerstersia
0.1773	1543	1543	140	140	0	0	53	53	884	884	326	326	140	140	G	46213	            uncultured
0.1603	1395	1395	108	108	82	82	756	756	249	249	147	147	53	53	G	46212	            Verticiella
0.1490	1297	1297	161	161	5	5	36	36	885	885	81	81	129	129	G	46200	            GKS98 freshwater group
0.0791	688	688	11	11	0	0	0	0	370	370	155	155	152	152	G	46203	            Orrella
0.0780	679	679	82	82	1	1	2	2	490	490	21	21	83	83	G	46197	            Castellaniella
0.0460	400	400	181	181	1	1	8	8	168	168	26	26	16	16	G	46209	            Pigmentiphaga
0.0254	221	221	22	22	1	1	6	6	133	133	45	45	14	14	G	46196	            Candidimonas
0.0188	164	164	13	13	0	0	2	2	100	100	36	36	13	13	G	46208	            Pelistega
0.0162	141	141	21	21	0	0	0	0	100	100	8	8	12	12	G	46195	            Candidatus Kinetoplastibacterium
0.0053	46	46	0	0	0	0	4	4	35	35	1	1	6	6	G	46211	            Taylorella
0.0045	39	39	14	14	1	1	2	2	21	21	1	1	0	0	G	46204	            Paenalcaligenes
0.0003	3	3	2	2	0	0	1	1	0	0	0	0	0	0	G	46198	            Derxia
0.0002	2	2	0	0	0	0	0	0	0	0	2	2	0	0	G	46199	            Eoetvoesia
0.0002	2	2	1	1	0	0	0	0	1	1	0	0	0	0	G	46193	            Ampullimonas
0.0001	1	1	0	0	0	0	0	0	1	1	0	0	0	0	G	46207	            Parvibium
0.0001	1	1	0	0	0	0	0	0	1	1	0	0	0	0	G	50230	            Brackiella
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	0	0	G	46205	            Paralcaligenes
2.8756	25023	0	165	0	155	0	245	0	2200	0	2417	0	19841	0	F	46403	          Rhodocyclaceae
2.0055	17452	17452	3	3	17	17	30	30	1237	1237	1207	1207	14958	14958	G	46425	            Thauera
0.7141	6214	6214	22	22	65	65	24	24	713	713	960	960	4430	4430	G	46410	            Dechlorobacter
0.0698	607	607	1	1	28	28	169	169	64	64	50	50	295	295	G	46404	            Azoarcus
0.0291	253	253	112	112	1	1	1	1	16	16	104	104	19	19	G	46417	            Methyloversatilis
0.0215	187	187	6	6	4	4	7	7	72	72	30	30	68	68	G	46429	            uncultured
0.0090	78	78	7	7	25	25	8	8	4	4	30	30	4	4	G	46419	            Propionivibrio
0.0077	67	67	1	1	3	3	1	1	47	47	6	6	9	9	G	46405	            Azonexus
0.0046	40	40	0	0	3	3	1	1	9	9	6	6	21	21	G	46411	            Dechloromonas
0.0016	14	14	1	1	2	2	0	0	4	4	4	4	3	3	G	46428	            Zoogloea
0.0014	12	12	0	0	1	1	0	0	6	6	2	2	3	3	G	46415	            Ferribacterium
0.0014	12	12	2	2	0	0	0	0	7	7	1	1	2	2	G	46409	            Candidatus Accumulibacter
0.0011	10	10	8	8	0	0	0	0	1	1	0	0	1	1	G	46427	            Z-35
0.0010	9	9	0	0	0	0	0	0	5	5	2	2	2	2	G	46424	            Sulfuritalea
0.0008	7	7	0	0	0	0	0	0	1	1	2	2	4	4	G	46407	            Azovibrio
0.0008	7	7	0	0	0	0	1	1	0	0	2	2	4	4	G	46406	            Azospira
0.0007	6	6	0	0	0	0	0	0	4	4	2	2	0	0	G	46426	            Uliginosibacterium
0.0006	5	5	0	0	1	1	0	0	0	0	2	2	2	2	G	46408	            C39
0.0005	4	4	0	0	0	0	0	0	0	0	0	0	4	4	G	46413	            Denitratisoma
0.0005	4	4	0	0	0	0	2	2	0	0	0	0	2	2	G	46414	            Denitromonas
0.0003	3	3	0	0	0	0	0	0	2	2	1	1	0	0	G	46422	            Sterolibacterium
0.0002	2	2	0	0	0	0	0	0	1	1	0	0	1	1	G	46412	            Dechlorosoma
1.9310	16803	0	677	0	627	0	8221	0	1640	0	1602	0	4036	0	F	46259	          Comamonadaceae
1.4008	12190	12190	10	10	453	453	7781	7781	561	561	565	565	2820	2820	G	46281	            Lampropedia
0.0824	717	717	42	42	51	51	107	107	176	176	156	156	185	185	G	46269	            Comamonas
0.0611	532	532	197	197	11	11	48	48	129	129	82	82	65	65	G	46315	            uncultured
0.0464	404	404	4	4	2	2	7	7	121	121	147	147	123	123	G	46283	            Limnohabitans
0.0457	398	398	1	1	3	3	11	11	45	45	31	31	307	307	G	46265	            Brachymonas
0.0368	320	320	134	134	12	12	33	33	87	87	40	40	14	14	G	46297	            Rhizobacter
0.0364	317	317	19	19	15	15	32	32	74	74	104	104	73	73	G	46260	            Acidovorax
0.0303	264	264	16	16	17	17	17	17	47	47	67	67	100	100	G	46276	            Hydrogenophaga
0.0186	162	162	8	8	9	9	38	38	21	21	58	58	28	28	G	46296	            Ramlibacter
0.0178	155	155	31	31	2	2	6	6	43	43	46	46	27	27	G	46298	            Rhodoferax
0.0165	144	144	21	21	13	13	14	14	39	39	32	32	25	25	G	46262	            Aquabacterium
0.0151	131	131	5	5	5	5	20	20	32	32	22	22	47	47	G	46273	            Diaphorobacter
0.0145	126	126	11	11	6	6	15	15	43	43	19	19	32	32	G	46272	            Delftia
0.0129	112	112	1	1	0	0	1	1	21	21	67	67	22	22	G	46261	            Alicycliphilus
0.0095	83	83	17	17	1	1	10	10	21	21	18	18	16	16	G	46309	            Variovorax
0.0074	64	64	1	1	2	2	3	3	21	21	23	23	14	14	G	46304	            Sphaerotilus
0.0072	63	63	26	26	2	2	7	7	6	6	18	18	4	4	G	46292	            Polaromonas
0.0064	56	56	4	4	1	1	1	1	9	9	8	8	33	33	G	46271	            Curvibacter
0.0056	49	49	6	6	1	1	6	6	10	10	21	21	5	5	G	46266	            Caenimonas
0.0055	48	48	17	17	0	0	2	2	16	16	7	7	6	6	G	46278	            Ideonella
0.0044	38	38	5	5	0	0	5	5	3	3	7	7	18	18	G	46288	            Ottowia
0.0034	30	30	2	2	0	0	8	8	8	8	6	6	6	6	G	46274	            Extensimonas
0.0034	30	30	9	9	0	0	1	1	0	0	17	17	3	3	G	46286	            Methylibium
0.0030	26	26	2	2	3	3	0	0	13	13	1	1	7	7	G	46268	            Candidatus Symbiobacter
0.0029	25	25	0	0	2	2	4	4	19	19	0	0	0	0	G	46301	            Rubrivivax
0.0028	24	24	9	9	0	0	2	2	11	11	2	2	0	0	G	46282	            Leptothrix
0.0026	23	23	5	5	0	0	3	3	9	9	1	1	5	5	G	46290	            Pelomonas
0.0024	21	21	18	18	0	0	3	3	0	0	0	0	0	0	G	46310	            Verminephrobacter
0.0022	19	19	2	2	0	0	8	8	4	4	4	4	1	1	G	46307	            Thiomonas
0.0022	19	19	18	18	0	0	0	0	1	1	0	0	0	0	G	46314	            [Polyangium] brachysporum group
0.0018	16	16	4	4	1	1	2	2	1	1	3	3	5	5	G	46303	            Simplicispira
0.0014	12	12	2	2	0	0	1	1	3	3	5	5	1	1	G	46289	            Paucibacter
0.0011	10	10	5	5	0	0	0	0	5	5	0	0	0	0	G	46299	            Rivibacter
0.0009	8	8	0	0	0	0	4	4	0	0	1	1	3	3	G	46270	            Corticibacter
0.0008	7	7	1	1	1	1	0	0	5	5	0	0	0	0	G	46293	            Pseudacidovorax
0.0008	7	7	1	1	0	0	1	1	5	5	0	0	0	0	G	46294	            Pseudorhodoferax
0.0007	6	6	0	0	0	0	0	0	0	0	0	0	6	6	G	46287	            Mitsuaria
0.0007	6	6	0	0	0	0	0	0	0	0	5	5	1	1	G	46308	            Tibeticola
0.0007	6	6	0	0	0	0	2	2	2	2	0	0	2	2	G	46312	            Xylophilus
0.0007	6	6	0	0	2	2	2	2	0	0	1	1	1	1	G	46279	            Inhella
0.0007	6	6	1	1	0	0	3	3	1	1	0	0	1	1	G	46295	            RS62 marine group
0.0007	6	6	1	1	0	0	0	0	0	0	0	0	5	5	G	46311	            Xenophilus
0.0005	4	4	0	0	0	0	0	0	4	4	0	0	0	0	G	46291	            Piscinibacter
0.0003	3	3	0	0	0	0	0	0	0	0	0	0	3	3	G	46275	            Giesbergeria
0.0003	3	3	0	0	0	0	0	0	1	1	0	0	2	2	G	46267	            Caldimonas
0.0003	3	3	0	0	0	0	0	0	1	1	0	0	2	2	G	46284	            Macromonas
0.0003	3	3	2	2	0	0	0	0	1	1	0	0	0	0	G	46306	            Tepidimonas
0.0002	2	2	1	1	0	0	1	1	0	0	0	0	0	0	G	46300	            Roseateles
0.0001	1	1	0	0	0	0	0	0	1	1	0	0	0	0	G	46264	            Azohydromonas
0.0001	1	1	1	1	0	0	0	0	0	0	0	0	0	0	G	46313	            Zhizhongheella
1.0815	9411	0	923	0	1831	0	1764	0	2875	0	1087	0	931	0	F	46220	          Burkholderiaceae
0.8769	7631	7631	734	734	1737	1737	1680	1680	2236	2236	733	733	511	511	G	46221	            Burkholderia-Caballeronia-Paraburkholderia
0.0624	543	543	10	10	52	52	16	16	253	253	108	108	104	104	G	46230	            Ralstonia
0.0457	398	398	67	67	3	3	6	6	117	117	111	111	94	94	G	46226	            Limnobacter
0.0401	349	349	1	1	1	1	0	0	160	160	80	80	107	107	G	46229	            Polynucleobacter
0.0185	161	161	0	0	20	20	40	40	21	21	12	12	68	68	G	46222	            Candidatus Glomeribacter
0.0114	99	99	84	84	1	1	1	1	8	8	0	0	5	5	G	46231	            Robbsia
0.0094	82	82	0	0	7	7	9	9	31	31	23	23	12	12	G	46224	            Cupriavidus
0.0083	72	72	23	23	2	2	4	4	25	25	8	8	10	10	G	46225	            Lautropia
0.0043	37	37	1	1	3	3	5	5	10	10	7	7	11	11	G	46232	            uncultured
0.0010	9	9	0	0	2	2	0	0	2	2	1	1	4	4	G	46223	            Candidatus Tremblaya
0.0009	8	8	0	0	0	0	1	1	6	6	0	0	1	1	G	46228	            Pandoraea
0.1191	1036	0	48	0	132	0	23	0	234	0	123	0	476	0	F	46348	          Neisseriaceae
0.1091	949	949	41	41	123	123	19	19	187	187	115	115	464	464	G	46360	            uncultured
0.0062	54	54	5	5	2	2	4	4	29	29	6	6	8	8	G	46354	            Neisseria
0.0024	21	21	0	0	6	6	0	0	13	13	0	0	2	2	G	46353	            Kingella
0.0006	5	5	0	0	0	0	0	0	3	3	1	1	1	1	G	46351	            Conchiformibius
0.0002	2	2	1	1	1	1	0	0	0	0	0	0	0	0	G	46358	            Uruburuella
0.0001	1	1	0	0	0	0	0	0	1	1	0	0	0	0	G	46352	            Eikenella
0.0642	559	0	209	0	37	0	48	0	120	0	62	0	83	0	F	46375	          Oxalobacteraceae
0.0373	325	325	146	146	31	31	33	33	60	60	34	34	21	21	G	46388	            Massilia
0.0078	68	68	0	0	0	0	1	1	24	24	4	4	39	39	G	46398	            [Aquaspirillum] arcticum group
0.0055	48	48	22	22	3	3	4	4	7	7	5	5	7	7	G	46389	            Noviherbaspirillum
0.0031	27	27	10	10	0	0	3	3	3	3	7	7	4	4	G	46400	            uncultured
0.0018	16	16	4	4	0	0	0	0	5	5	6	6	1	1	G	46397	            Undibacterium
0.0017	15	15	6	6	0	0	0	0	7	7	1	1	1	1	G	46387	            Janthinobacterium
0.0016	14	14	0	0	0	0	4	4	6	6	0	0	4	4	G	46391	            Oxalobacter
0.0016	14	14	11	11	0	0	0	0	0	0	2	2	1	1	G	46383	            Duganella
0.0008	7	7	1	1	2	2	1	1	3	3	0	0	0	0	G	46385	            Herbaspirillum
0.0003	3	3	0	0	0	0	0	0	2	2	1	1	0	0	G	46381	            Candidatus Zinderia
0.0003	3	3	3	3	0	0	0	0	0	0	0	0	0	0	G	46377	            CM1G08
0.0002	2	2	2	2	0	0	0	0	0	0	0	0	0	0	G	46390	            Oxalicibacterium
0.0001	1	1	0	0	0	0	0	0	0	0	0	0	1	1	G	46386	            Herminiimonas
0.0144	125	0	7	0	7	0	18	0	44	0	24	0	25	0	F	46361	          Nitrosomonadaceae
0.0043	37	37	5	5	1	1	4	4	17	17	5	5	5	5	G	46364	            Ellin6067
0.0036	31	31	1	1	4	4	6	6	8	8	5	5	7	7	G	46368	            Nitrosomonas
0.0024	21	21	0	0	0	0	5	5	5	5	6	6	5	5	G	46367	            MND1
0.0024	21	21	0	0	1	1	3	3	8	8	6	6	3	3	G	46372	            mle1-7
0.0003	3	3	0	0	1	1	0	0	2	2	0	0	0	0	G	46366	            IS-44
0.0002	2	2	0	0	0	0	0	0	1	1	1	1	0	0	G	46371	            cr616
0.0002	2	2	1	1	0	0	0	0	0	0	0	0	1	1	G	46365	            GOUTA6
0.0001	1	1	0	0	0	0	0	0	0	0	0	0	1	1	G	46362	            966-1
0.0001	1	1	0	0	0	0	0	0	0	0	0	0	1	1	G	46369	            Nitrosospira
0.0086	75	0	1	0	16	0	10	0	23	0	13	0	12	0	F	46337	          Methylophilaceae
0.0026	23	23	1	1	3	3	7	7	8	8	2	2	2	2	G	46339	            MM1
0.0022	19	19	0	0	6	6	2	2	3	3	5	5	3	3	G	46340	            MM2
0.0010	9	9	0	0	0	0	0	0	8	8	1	1	0	0	G	46347	            uncultured
0.0006	5	5	0	0	1	1	0	0	0	0	0	0	4	4	G	46346	            UBA6140
0.0005	4	4	0	0	0	0	0	0	2	2	1	1	1	1	G	46342	            Methylophilus
0.0005	4	4	0	0	4	4	0	0	0	0	0	0	0	0	G	46341	            Methylobacillus
0.0003	3	3	0	0	0	0	0	0	0	0	3	3	0	0	G	46345	            OM43 clade
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	0	0	G	46343	            Methylotenera
0.0059	51	0	2	0	0	0	7	0	13	0	11	0	18	0	F	46436	          Sutterellaceae
0.0023	20	20	1	1	0	0	5	5	3	3	2	2	9	9	G	46439	            Sutterella
0.0015	13	13	1	1	0	0	0	0	7	7	3	3	2	2	G	46438	            Parasutterella
0.0013	11	11	0	0	0	0	2	2	2	2	6	6	1	1	G	46437	            AAP99
0.0007	6	6	0	0	0	0	0	0	1	1	0	0	5	5	G	46440	            uncultured
0.0048	42	0	8	0	4	0	1	0	18	0	3	0	8	0	F	46325	          Hydrogenophilaceae
0.0032	28	28	0	0	4	4	0	0	16	16	3	3	5	5	G	46331	            Thiobacillus
0.0011	10	10	8	8	0	0	0	0	1	1	0	0	1	1	G	46333	            uncultured
0.0005	4	4	0	0	0	0	1	1	1	1	0	0	2	2	G	46327	            Hydrogenophilus
0.0036	31	0	0	0	3	0	7	0	14	0	7	0	0	0	F	46319	          Gallionellaceae
0.0018	16	16	0	0	3	3	4	4	8	8	1	1	0	0	G	46322	            Gallionella
0.0007	6	6	0	0	0	0	2	2	3	3	1	1	0	0	G	46323	            Sideroxydans
0.0005	4	4	0	0	0	0	1	1	0	0	3	3	0	0	G	46320	            Candidatus Nitrotoga
0.0002	2	2	0	0	0	0	0	0	1	1	1	1	0	0	G	46324	            uncultured
0.0030	26	0	1	0	4	0	0	0	15	0	3	0	3	0	F	46237	          Chitinibacteraceae
0.0009	8	8	0	0	0	0	0	0	5	5	3	3	0	0	G	46243	            Deefgea
0.0006	5	5	0	0	1	1	0	0	4	4	0	0	0	0	G	46247	            Silvimonas
0.0005	4	4	1	1	1	1	0	0	2	2	0	0	0	0	G	46241	            Chitinilyticum
0.0002	2	2	0	0	0	0	0	0	0	0	0	0	2	2	G	46245	            Iodobacter
0.0002	2	2	0	0	0	0	0	0	2	2	0	0	0	0	G	46239	            Andreprevotia
0.0002	2	2	0	0	1	1	0	0	0	0	0	0	1	1	G	46240	            Chitinibacter
0.0013	11	0	3	0	0	0	0	0	6	0	0	0	2	0	F	46214	          Aquaspirillaceae
0.0008	7	7	3	3	0	0	0	0	3	3	0	0	1	1	G	46215	            Aquaspirillum
0.0003	3	3	0	0	0	0	0	0	2	2	0	0	1	1	G	46218	            Rivicola
0.0001	1	1	0	0	0	0	0	0	1	1	0	0	0	0	G	46217	            Microvirgula
0.0009	8	0	0	0	0	0	0	0	3	0	3	0	2	0	F	46431	          Sulfuricellaceae
0.0003	3	3	0	0	0	0	0	0	0	0	2	2	1	1	G	46432	            Ferritrophicum
0.0003	3	3	0	0	0	0	0	0	2	2	1	1	0	0	G	46434	            Sulfuriferula
0.0001	1	1	0	0	0	0	0	0	0	0	0	0	1	1	G	46435	            Sulfurirhabdus
0.0001	1	1	0	0	0	0	0	0	1	1	0	0	0	0	G	46433	            Sulfuricella
0.0009	8	0	1	0	0	0	0	0	0	0	2	0	5	0	F	46248	          Chitinimonadaceae
0.0007	6	6	1	1	0	0	0	0	0	0	2	2	3	3	G	46249	            Chitinimonas
0.0002	2	2	0	0	0	0	0	0	0	0	0	0	2	2	G	46250	            Chitinivorax
0.0005	4	0	0	0	0	0	0	0	2	0	2	0	0	0	F	46251	          Chromobacteriaceae
0.0003	3	3	0	0	0	0	0	0	1	1	2	2	0	0	G	46252	            Aquitalea
0.0001	1	1	0	0	0	0	0	0	1	1	0	0	0	0	G	46253	            Chromobacterium
0.0005	4	0	0	0	2	0	0	0	0	0	1	0	1	0	F	46317	          Ferrovaceae
0.0005	4	4	0	0	2	2	0	0	0	0	1	1	1	1	G	46318	            Ferrovum
0.0001	1	0	0	0	0	0	0	0	0	0	0	0	1	0	F	46233	          Burkholderiales Incertae Sedis
0.0001	1	1	0	0	0	0	0	0	0	0	0	0	1	1	G	46234	            2013Ark19i
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	0	0	F	46334	          Leeiaceae
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	0	0	G	46335	            Leeia
