#Number of Samples: 6
#Total Number of Reads: 639376
#G1_1	G1_1/G1_1_1_bracken_genuses.kraken2_report
#G2_1	G2_1/G2_1_1_bracken_genuses.kraken2_report
#G3_1	G3_1/G3_1_1_bracken_genuses.kraken2_report
#G4_1	G4_1/G4_1_1_bracken_genuses.kraken2_report
#G5_1	G5_1/G5_1_1_bracken_genuses.kraken2_report
#G6_1	G6_1/G6_1_1_bracken_genuses.kraken2_report
#perc	tot_all	tot_lvl	G1_1_all	G1_1_lvl	G2_1_all	G2_1_lvl	G3_1_all	G3_1_lvl	G4_1_all	G4_1_lvl	G5_1_all	G5_1_lvl	G6_1_all	G6_1_lvl	lvl_type	taxid	name
0.0039	25	0	5	0	5	0	15	0	0	0	0	0	0	0	F	50428	          Nitrincolaceae
0.0027	17	17	0	0	2	2	15	15	0	0	0	0	0	0	G	50436	            Nitrincola
0.0008	5	5	4	4	1	1	0	0	0	0	0	0	0	0	G	50432	            Marinobacterium
0.0002	1	1	0	0	1	1	0	0	0	0	0	0	0	0	G	50433	            Motiliproteus
0.0002	1	1	1	1	0	0	0	0	0	0	0	0	0	0	G	50434	            Neptuniibacter
0.0025	16	0	1	0	1	0	0	0	2	0	8	0	4	0	F	50470	          Spongiibacteraceae
0.0022	14	14	1	1	1	1	0	0	2	2	6	6	4	4	G	50471	            BD1-7 clade
0.0003	2	2	0	0	0	0	0	0	0	0	2	2	0	0	G	50478	            uncultured
0.0019	12	0	0	0	0	0	6	0	1	0	5	0	0	0	F	50387	          Halieaceae
0.0011	7	7	0	0	0	0	5	5	1	1	1	1	0	0	G	50394	            OM60(NOR5) clade
0.0005	3	3	0	0	0	0	0	0	0	0	3	3	0	0	G	50391	            Halioglobus
0.0002	1	1	0	0	0	0	0	0	0	0	1	1	0	0	G	50390	            Haliea
0.0002	1	1	0	0	0	0	1	1	0	0	0	0	0	0	G	50396	            Pseudohaliea
0.0008	5	0	4	0	0	0	0	0	1	0	0	0	0	0	F	50422	          Marinobacteraceae
0.0008	5	5	4	4	0	0	0	0	1	1	0	0	0	0	G	50423	            Marinobacter
0.0006	4	0	0	0	0	0	3	0	0	0	1	0	0	0	F	50380	          Endozoicomonadaceae
0.0006	4	4	0	0	0	0	3	3	0	0	1	1	0	0	G	50381	            Endozoicomonas
0.0006	4	0	0	0	1	0	3	0	0	0	0	0	0	0	F	50426	          Microbulbiferaceae
0.0006	4	4	0	0	1	1	3	3	0	0	0	0	0	0	G	50427	            Microbulbifer
0.0003	2	0	0	0	0	0	1	0	1	0	0	0	0	0	F	50424	          Marinomonadaceae
0.0003	2	2	0	0	0	0	1	1	1	1	0	0	0	0	G	50425	            Marinomonas
0.0002	1	0	0	0	0	0	0	0	1	0	0	0	0	0	F	50479	          Thioglobaceae
0.0002	1	1	0	0	0	0	0	0	1	1	0	0	0	0	G	50485	            SUP05 cluster
0.0002	1	0	1	0	0	0	0	0	0	0	0	0	0	0	F	50455	          Saccharospirillaceae
0.0002	1	1	1	1	0	0	0	0	0	0	0	0	0	0	G	50464	            Reinekea
13.2346	84619	0	4334	0	2852	0	13976	0	30173	0	7924	0	25360	0	O	46187	        Burkholderiales
6.1228	39148	0	2877	0	447	0	5088	0	24058	0	3382	0	3296	0	F	46189	          Alcaligenaceae
2.1552	13780	13780	434	434	107	107	786	786	10735	10735	603	603	1115	1115	G	46191	            Advenella
0.7553	4829	4829	110	110	33	33	140	140	2774	2774	1440	1440	332	332	G	46206	            Parapusillimonas
0.6255	3999	3999	586	586	31	31	72	72	2872	2872	201	201	237	237	G	46190	            Achromobacter
0.4786	3060	3060	2	2	129	129	2872	2872	31	31	6	6	20	20	G	46202	            Oligella
0.4475	2861	2861	456	456	20	20	80	80	1882	1882	174	174	249	249	G	46194	            Bordetella
0.2831	1810	1810	500	500	3	3	33	33	1105	1105	74	74	95	95	G	46192	            Alcaligenes
0.2640	1688	1688	198	198	1	1	30	30	1290	1290	74	74	95	95	G	46210	            Pusillimonas
0.2208	1412	1412	16	16	28	28	302	302	371	371	73	73	622	622	G	46201	            Kerstersia
0.1978	1265	1265	92	92	80	80	675	675	243	243	123	123	52	52	G	46212	            Verticiella
0.1946	1244	1244	110	110	0	0	38	38	718	718	273	273	105	105	G	46213	            uncultured
0.1830	1170	1170	104	104	6	6	32	32	841	841	68	68	119	119	G	46200	            GKS98 freshwater group
0.1031	659	659	6	6	0	0	0	0	364	364	151	151	138	138	G	46203	            Orrella
0.0854	546	546	47	47	1	1	1	1	405	405	16	16	76	76	G	46197	            Castellaniella
0.0443	283	283	157	157	0	0	4	4	95	95	21	21	6	6	G	46209	            Pigmentiphaga
0.0319	204	204	21	21	2	2	5	5	132	132	37	37	7	7	G	46196	            Candidimonas
0.0213	136	136	6	6	0	0	2	2	87	87	31	31	10	10	G	46208	            Pelistega
0.0108	69	69	12	12	0	0	0	0	45	45	4	4	8	8	G	46195	            Candidatus Kinetoplastibacterium
0.0059	38	38	0	0	0	0	3	3	31	31	1	1	3	3	G	46211	            Taylorella
0.0052	33	33	8	8	1	1	1	1	23	23	0	0	0	0	G	46204	            Paenalcaligenes
0.0003	2	2	0	0	0	0	0	0	0	0	2	2	0	0	G	46199	            Eoetvoesia
0.0003	2	2	1	1	0	0	1	1	0	0	0	0	0	0	G	46198	            Derxia
0.0003	2	2	1	1	0	0	0	0	1	1	0	0	0	0	G	46193	            Ampullimonas
0.0002	1	1	0	0	0	0	0	0	1	1	0	0	0	0	G	50230	            Brackiella
0.0002	1	1	0	0	0	0	1	1	0	0	0	0	0	0	G	46205	            Paralcaligenes
3.4066	21781	0	123	0	132	0	209	0	1931	0	2078	0	17308	0	F	46403	          Rhodocyclaceae
2.4380	15588	15588	3	3	15	15	25	25	1098	1098	1066	1066	13381	13381	G	46425	            Thauera
0.7964	5092	5092	14	14	52	52	17	17	620	620	807	807	3582	3582	G	46410	            Dechlorobacter
0.0829	530	530	0	0	26	26	149	149	56	56	42	42	257	257	G	46404	            Azoarcus
0.0319	204	204	85	85	0	0	1	1	13	13	94	94	11	11	G	46417	            Methyloversatilis
0.0253	162	162	4	4	3	3	7	7	67	67	25	25	56	56	G	46429	            uncultured
0.0105	67	67	7	7	23	23	7	7	3	3	24	24	3	3	G	46419	            Propionivibrio
0.0074	47	47	0	0	2	2	0	0	38	38	4	4	3	3	G	46405	            Azonexus
0.0020	13	13	0	0	3	3	0	0	6	6	3	3	1	1	G	46411	            Dechloromonas
0.0019	12	12	2	2	0	0	0	0	7	7	1	1	2	2	G	46409	            Candidatus Accumulibacter
0.0013	8	8	0	0	1	1	0	0	2	2	3	3	2	2	G	46428	            Zoogloea
0.0013	8	8	0	0	1	1	0	0	6	6	0	0	1	1	G	46415	            Ferribacterium
0.0009	6	6	5	5	0	0	0	0	1	1	0	0	0	0	G	46427	            Z-35
0.0006	4	4	0	0	0	0	0	0	3	3	1	1	0	0	G	46426	            Uliginosibacterium
0.0006	4	4	0	0	0	0	0	0	4	4	0	0	0	0	G	46424	            Sulfuritalea
0.0006	4	4	0	0	1	1	0	0	0	0	1	1	2	2	G	46408	            C39
0.0003	2	2	0	0	0	0	0	0	0	0	1	1	1	1	G	46406	            Azospira
0.0003	2	2	0	0	0	0	0	0	1	1	1	1	0	0	G	46422	            Sterolibacterium
0.0002	1	1	0	0	0	0	0	0	1	1	0	0	0	0	G	46407	            Azovibrio
0.0002	1	1	0	0	0	0	1	1	0	0	0	0	0	0	G	46414	            Denitromonas
2.2386	14313	0	478	0	533	0	7095	0	1388	0	1329	0	3490	0	F	46259	          Comamonadaceae
1.6898	10804	10804	7	7	399	399	6849	6849	517	517	499	499	2533	2533	G	46281	            Lampropedia
0.0893	571	571	31	31	47	47	71	71	147	147	135	135	140	140	G	46269	            Comamonas
0.0679	434	434	149	149	7	7	38	38	124	124	74	74	42	42	G	46315	            uncultured
0.0591	378	378	1	1	3	3	10	10	40	40	30	30	294	294	G	46265	            Brachymonas
0.0566	362	362	2	2	1	1	3	3	113	113	136	136	107	107	G	46283	            Limnohabitans
0.0411	263	263	103	103	8	8	29	29	78	78	34	34	11	11	G	46297	            Rhizobacter
0.0333	213	213	10	10	17	17	8	8	37	37	47	47	94	94	G	46276	            Hydrogenophaga
0.0294	188	188	14	14	14	14	5	5	45	45	68	68	42	42	G	46260	            Acidovorax
0.0188	120	120	5	5	5	5	20	20	18	18	55	55	17	17	G	46296	            Ramlibacter
0.0174	111	111	19	19	1	1	4	4	35	35	31	31	21	21	G	46298	            Rhodoferax
0.0163	104	104	0	0	0	0	1	1	20	20	62	62	21	21	G	46261	            Alicycliphilus
0.0122	78	78	9	9	8	8	6	6	22	22	19	19	14	14	G	46262	            Aquabacterium
0.0109	70	70	1	1	2	2	6	6	25	25	11	11	25	25	G	46273	            Diaphorobacter
0.0106	68	68	2	2	3	3	4	4	28	28	9	9	22	22	G	46272	            Delftia
0.0086	55	55	0	0	1	1	3	3	18	18	21	21	12	12	G	46304	            Sphaerotilus
0.0075	48	48	10	10	0	0	4	4	20	20	11	11	3	3	G	46309	            Variovorax
0.0067	43	43	22	22	2	2	1	1	5	5	11	11	2	2	G	46292	            Polaromonas
0.0055	35	35	4	4	0	0	5	5	6	6	17	17	3	3	G	46266	            Caenimonas
0.0047	30	30	12	12	0	0	0	0	10	10	5	5	3	3	G	46278	            Ideonella
0.0044	28	28	4	4	0	0	3	3	1	1	5	5	15	15	G	46288	            Ottowia
0.0038	24	24	10	10	0	0	1	1	0	0	10	10	3	3	G	46286	            Methylibium
0.0034	22	22	0	0	2	2	3	3	17	17	0	0	0	0	G	46301	            Rubrivivax
0.0030	19	19	0	0	0	0	0	0	3	3	3	3	13	13	G	46271	            Curvibacter
0.0025	16	16	0	0	2	2	0	0	8	8	0	0	6	6	G	46268	            Candidatus Symbiobacter
0.0023	15	15	7	7	0	0	0	0	8	8	0	0	0	0	G	46282	            Leptothrix
0.0022	14	14	4	4	1	1	0	0	0	0	4	4	5	5	G	46303	            Simplicispira
0.0020	13	13	12	12	0	0	0	0	1	1	0	0	0	0	G	46314	            [Polyangium] brachysporum group
0.0019	12	12	12	12	0	0	0	0	0	0	0	0	0	0	G	46310	            Verminephrobacter
0.0017	11	11	0	0	0	0	2	2	2	2	6	6	1	1	G	46274	            Extensimonas
0.0014	9	9	5	5	0	0	0	0	4	4	0	0	0	0	G	46299	            Rivibacter
0.0013	8	8	2	2	0	0	1	1	1	1	4	4	0	0	G	46307	            Thiomonas
0.0011	7	7	0	0	0	0	0	0	0	0	5	5	2	2	G	46308	            Tibeticola
0.0011	7	7	1	1	0	0	1	1	5	5	0	0	0	0	G	46294	            Pseudorhodoferax
0.0009	6	6	0	0	0	0	0	0	0	0	0	0	6	6	G	46287	            Mitsuaria
0.0009	6	6	0	0	0	0	2	2	2	2	0	0	2	2	G	46312	            Xylophilus
0.0009	6	6	0	0	0	0	2	2	0	0	1	1	3	3	G	46270	            Corticibacter
0.0008	5	5	1	1	0	0	1	1	1	1	1	1	1	1	G	46290	            Pelomonas
0.0006	4	4	0	0	0	0	0	0	4	4	0	0	0	0	G	46291	            Piscinibacter
0.0006	4	4	0	0	1	1	0	0	3	3	0	0	0	0	G	46293	            Pseudacidovorax
0.0005	3	3	0	0	0	0	0	0	0	0	0	0	3	3	G	46275	            Giesbergeria
0.0005	3	3	2	2	0	0	0	0	1	1	0	0	0	0	G	46306	            Tepidimonas
0.0003	2	2	0	0	0	0	0	0	0	0	0	0	2	2	G	46284	            Macromonas
0.0003	2	2	0	0	0	0	1	1	0	0	0	0	1	1	G	46295	            RS62 marine group
0.0003	2	2	0	0	0	0	1	1	0	0	0	0	1	1	G	46289	            Paucibacter
0.0003	2	2	0	0	0	0	1	1	0	0	0	0	1	1	G	46279	            Inhella
0.0003	2	2	1	1	0	0	1	1	0	0	0	0	0	0	G	46300	            Roseateles
0.0002	1	1	0	0	0	0	0	0	0	0	0	0	1	1	G	46267	            Caldimonas
0.0002	1	1	0	0	0	0	0	0	0	0	0	0	1	1	G	46311	            Xenophilus
0.0002	1	1	1	1	0	0	0	0	0	0	0	0	0	0	G	46313	            Zhizhongheella
1.2240	7826	0	669	0	1562	0	1494	0	2411	0	930	0	760	0	F	46220	          Burkholderiaceae
0.9925	6346	6346	527	527	1479	1479	1436	1436	1860	1860	627	627	417	417	G	46221	            Burkholderia-Caballeronia-Paraburkholderia
0.0732	468	468	6	6	47	47	10	10	227	227	90	90	88	88	G	46230	            Ralstonia
0.0529	338	338	47	47	3	3	3	3	108	108	100	100	77	77	G	46226	            Limnobacter
0.0465	297	297	0	0	1	1	0	0	136	136	66	66	94	94	G	46229	            Polynucleobacter
0.0210	134	134	0	0	18	18	34	34	18	18	9	9	55	55	G	46222	            Candidatus Glomeribacter
0.0124	79	79	69	69	0	0	0	0	5	5	0	0	5	5	G	46231	            Robbsia
0.0086	55	55	0	0	5	5	4	4	20	20	21	21	5	5	G	46224	            Cupriavidus
0.0083	53	53	17	17	2	2	2	2	19	19	7	7	6	6	G	46225	            Lautropia
0.0048	31	31	1	1	3	3	4	4	8	8	6	6	9	9	G	46232	            uncultured
0.0009	6	6	0	0	0	0	0	0	6	6	0	0	0	0	G	46228	            Pandoraea
0.0008	5	5	0	0	2	2	0	0	1	1	1	1	1	1	G	46223	            Candidatus Tremblaya
0.1347	861	0	31	0	114	0	17	0	192	0	107	0	400	0	F	46348	          Neisseriaceae
0.1262	807	807	27	27	106	106	14	14	165	165	102	102	393	393	G	46360	            uncultured
0.0053	34	34	2	2	1	1	3	3	19	19	4	4	5	5	G	46354	            Neisseria
0.0017	11	11	0	0	6	6	0	0	4	4	0	0	1	1	G	46353	            Kingella
0.0005	3	3	0	0	0	0	0	0	2	2	1	1	0	0	G	46351	            Conchiformibius
0.0003	2	2	1	1	1	1	0	0	0	0	0	0	0	0	G	46358	            Uruburuella
0.0630	403	0	136	0	35	0	38	0	86	0	47	0	61	0	F	46375	          Oxalobacteraceae
0.0366	234	234	100	100	30	30	24	24	45	45	25	25	10	10	G	46388	            Massilia
0.0091	58	58	0	0	0	0	1	1	17	17	4	4	36	36	G	46398	            [Aquaspirillum] arcticum group
0.0055	35	35	17	17	2	2	3	3	6	6	3	3	4	4	G	46389	            Noviherbaspirillum
0.0027	17	17	4	4	0	0	3	3	1	1	5	5	4	4	G	46400	            uncultured
0.0019	12	12	2	2	0	0	0	0	6	6	4	4	0	0	G	46397	            Undibacterium
0.0016	10	10	0	0	0	0	4	4	3	3	0	0	3	3	G	46391	            Oxalobacter
0.0011	7	7	5	5	0	0	0	0	0	0	2	2	0	0	G	46383	            Duganella
0.0008	5	5	1	1	2	2	1	1	1	1	0	0	0	0	G	46385	            Herbaspirillum
0.0005	3	3	0	0	0	0	0	0	2	2	1	1	0	0	G	46381	            Candidatus Zinderia
0.0005	3	3	3	3	0	0	0	0	0	0	0	0	0	0	G	46377	            CM1G08
0.0002	1	1	0	0	0	0	0	0	0	0	0	0	1	1	G	46386	            Herminiimonas
0.0002	1	1	1	1	0	0	0	0	0	0	0	0	0	0	G	46387	            Janthinobacterium
0.0130	83	0	5	0	6	0	13	0	32	0	12	0	15	0	F	46361	          Nitrosomonadaceae
0.0045	29	29	4	4	1	1	4	4	12	12	4	4	4	4	G	46364	            Ellin6067
0.0028	18	18	1	1	3	3	4	4	5	5	0	0	5	5	G	46368	            Nitrosomonas
0.0025	16	16	0	0	1	1	2	2	7	7	4	4	2	2	G	46372	            mle1-7
0.0019	12	12	0	0	0	0	3	3	3	3	4	4	2	2	G	46367	            MND1
0.0003	2	2	0	0	1	1	0	0	1	1	0	0	0	0	G	46366	            IS-44
0.0002	1	1	0	0	0	0	0	0	0	0	0	0	1	1	G	46369	            Nitrosospira
0.0002	1	1	0	0	0	0	0	0	1	1	0	0	0	0	G	46371	            cr616
0.0088	56	0	1	0	11	0	8	0	19	0	11	0	6	0	F	46337	          Methylophilaceae
0.0027	17	17	0	0	6	6	1	1	1	1	5	5	4	4	G	46340	            MM2
0.0025	16	16	1	1	1	1	6	6	7	7	1	1	0	0	G	46339	            MM1
0.0011	7	7	0	0	0	0	0	0	7	7	0	0	0	0	G	46347	            uncultured
0.0005	3	3	0	0	0	0	0	0	0	0	3	3	0	0	G	46345	            OM43 clade
0.0005	3	3	0	0	0	0	0	0	2	2	1	1	0	0	G	46342	            Methylophilus
0.0005	3	3	0	0	1	1	0	0	0	0	0	0	2	2	G	46346	            UBA6140
0.0002	1	1	0	0	0	0	1	1	0	0	0	0	0	0	G	46343	            Methylotenera
0.0002	1	1	0	0	1	1	0	0	0	0	0	0	0	0	G	46341	            Methylobacillus
0.0053	34	0	8	0	4	0	1	0	16	0	3	0	2	0	F	46325	          Hydrogenophilaceae
0.0038	24	24	0	0	4	4	0	0	15	15	3	3	2	2	G	46331	            Thiobacillus
0.0014	9	9	8	8	0	0	0	0	1	1	0	0	0	0	G	46333	            uncultured
0.0002	1	1	0	0	0	0	1	1	0	0	0	0	0	0	G	46327	            Hydrogenophilus
0.0047	30	0	0	0	0	0	4	0	11	0	8	0	7	0	F	46436	          Sutterellaceae
0.0016	10	10	0	0	0	0	2	2	2	2	6	6	0	0	G	46437	            AAP99
0.0011	7	7	0	0	0	0	0	0	5	5	1	1	1	1	G	46438	            Parasutterella
0.0011	7	7	0	0	0	0	2	2	3	3	1	1	1	1	G	46439	            Sutterella
0.0008	5	5	0	0	0	0	0	0	1	1	0	0	4	4	G	46440	            uncultured
0.0028	18	0	0	0	1	0	0	0	12	0	2	0	3	0	F	46237	          Chitinibacteraceae
0.0011	7	7	0	0	0	0	0	0	5	5	2	2	0	0	G	46243	            Deefgea
0.0003	2	2	0	0	0	0	0	0	0	0	0	0	2	2	G	46245	            Iodobacter
0.0003	2	2	0	0	0	0	0	0	2	2	0	0	0	0	G	46239	            Andreprevotia
0.0003	2	2	0	0	0	0	0	0	2	2	0	0	0	0	G	46241	            Chitinilyticum
0.0003	2	2	0	0	0	0	0	0	2	2	0	0	0	0	G	46247	            Silvimonas
0.0003	2	2	0	0	1	1	0	0	0	0	0	0	1	1	G	46240	            Chitinibacter
0.0028	18	0	0	0	1	0	5	0	7	0	5	0	0	0	F	46319	          Gallionellaceae
0.0013	8	8	0	0	1	1	3	3	3	3	1	1	0	0	G	46322	            Gallionella
0.0008	5	5	0	0	0	0	2	2	3	3	0	0	0	0	G	46323	            Sideroxydans
0.0005	3	3	0	0	0	0	0	0	0	0	3	3	0	0	G	46320	            Candidatus Nitrotoga
0.0002	1	1	0	0	0	0	0	0	0	0	1	1	0	0	G	46324	            uncultured
0.0008	5	0	1	0	0	0	0	0	2	0	0	0	2	0	F	46214	          Aquaspirillaceae
0.0005	3	3	1	1	0	0	0	0	1	1	0	0	1	1	G	46215	            Aquaspirillum
0.0003	2	2	0	0	0	0	0	0	1	1	0	0	1	1	G	46218	            Rivicola
0.0006	4	0	1	0	0	0	0	0	0	0	0	0	3	0	F	46248	          Chitinimonadaceae
0.0006	4	4	1	1	0	0	0	0	0	0	0	0	3	3	G	46249	            Chitinimonas
0.0005	3	0	0	0	0	0	0	0	1	0	2	0	0	0	F	46251	          Chromobacteriaceae
0.0005	3	3	0	0	0	0	0	0	1	1	2	2	0	0	G	46252	            Aquitalea
0.0003	2	0	0	0	0	0	0	0	1	0	1	0	0	0	F	46431	          Sulfuricellaceae
0.0002	1	1	0	0	0	0	0	0	0	0	1	1	0	0	G	46432	            Ferritrophicum
0.0002	1	1	0	0	0	0	0	0	1	1	0	0	0	0	G	46434	            Sulfuriferula
0.0002	1	0	0	0	0	0	0	0	0	0	0	0	1	0	F	46317	          Ferrovaceae
0.0002	1	1	0	0	0	0	0	0	0	0	0	0	1	1	G	46318	            Ferrovum
0.0002	1	0	0	0	0	0	1	0	0	0	0	0	0	0	F	46334	          Leeiaceae
0.0002	1	1	0	0	0	0	1	1	0	0	0	0	0	0	G	46335	            Leeia
2.8794	18410	0	96	0	2574	0	1356	0	4458	0	6248	0	3678	0	O	46449	        Enterobacterales
1.4763	9439	0	2	0	22	0	11	0	3353	0	3169	0	2882	0	F	50287	          Pasteurellaceae
1.3666	8738	8738	2	2	20	20	6	6	3116	3116	2917	2917	2677	2677	G	50300	            Haemophilus
0.0430	275	275	0	0	2	2	1	1	90	90	107	107	75	75	G	50288	            Actinobacillus
0.0357	228	228	0	0	0	0	3	3	65	65	79	79	81	81	G	50289	            Aggregatibacter
0.0075	48	48	0	0	0	0	0	0	26	26	10	10	12	12	G	50309	            Pasteurella
0.0038	24	24	0	0	0	0	0	0	4	4	9	9	11	11	G	50310	            Phocoenobacter
0.0034	22	22	0	0	0	0	0	0	9	9	8	8	5	5	G	50290	            Avibacterium
0.0033	21	21	0	0	0	0	0	0	7	7	8	8	6	6	G	50298	            Frederiksenia
0.0027	17	17	0	0	0	0	0	0	6	6	10	10	1	1	G	50311	            Rodentibacter
0.0027	17	17	0	0	0	0	0	0	6	6	10	10	1	1	G	50308	            Otariodibacter
0.0020	13	13	0	0	0	0	0	0	8	8	2	2	3	3	G	50317	            uncultured
0.0008	5	5	0	0	0	0	0	0	1	1	3	3	1	1	G	50299	            Gallibacterium
0.0008	5	5	0	0	0	0	0	0	4	4	1	1	0	0	G	50305	            Muribacter
0.0008	5	5	0	0	0	0	0	0	3	3	2	2	0	0	G	50291	            Basfia
0.0005	3	3	0	0	0	0	0	0	1	1	0	0	2	2	G	50303	            Mannheimia
0.0003	2	2	0	0	0	0	0	0	0	0	0	0	2	2	G	50292	            Bibersteinia
0.0002	1	1	0	0	0	0	0	0	0	0	1	1	0	0	G	50294	            Caviibacterium
0.0002	1	1	0	0	0	0	0	0	1	1	0	0	0	0	G	50302	            Lonepinella
0.6542	4183	0	6	0	332	0	337	0	416	0	2836	0	256	0	F	46493	          Morganellaceae
0.5302	3390	3390	0	0	0	0	3	3	359	359	2815	2815	213	213	G	46522	            Xenorhabdus
0.0646	413	413	0	0	215	215	171	171	14	14	0	0	13	13	G	46517	            Morganella
0.0524	335	335	2	2	109	109	158	158	26	26	16	16	24	24	G	46520	            Providencia
0.0014	9	9	0	0	1	1	1	1	5	5	0	0	2	2	G	46495	            Buchnera
0.0014	9	9	0	0	1	1	0	0	7	7	1	1	0	0	G	46524	            uncultured
0.0009	6	6	0	0	2	2	1	1	1	1	1	1	1	1	G	46523	            endosymbionts
0.0006	4	4	3	3	0	0	0	0	0	0	1	1	0	0	G	46519	            Proteus
0.0003	2	2	0	0	0	0	0	0	1	1	0	0	1	1	G	46518	            Photorhabdus
0.0002	1	1	0	0	0	0	0	0	0	0	0	0	1	1	G	46513	            Candidatus Westeberhardia
0.0002	1	1	0	0	0	0	0	0	0	0	1	1	0	0	G	46508	            Candidatus Purcelliella
0.0002	1	1	0	0	0	0	1	1	0	0	0	0	0	0	G	46494	            Arsenophonus
0.0002	1	1	0	0	0	0	1	1	0	0	0	0	0	0	G	46499	            Candidatus Blochmannia
0.0002	1	1	0	0	1	1	0	0	0	0	0	0	0	0	G	46497	            Candidatus Baumannia
