#Number of Samples: 6
#Total Number of Reads: 177585
#G1_1	G1_1/G1_1_1_bracken_orders.kraken2_report
#G2_1	G2_1/G2_1_1_bracken_orders.kraken2_report
#G3_1	G3_1/G3_1_1_bracken_orders.kraken2_report
#G4_1	G4_1/G4_1_1_bracken_orders.kraken2_report
#G5_1	G5_1/G5_1_1_bracken_orders.kraken2_report
#G6_1	G6_1/G6_1_1_bracken_orders.kraken2_report
#perc	tot_all	tot_lvl	G1_1_all	G1_1_lvl	G2_1_all	G2_1_lvl	G3_1_all	G3_1_lvl	G4_1_all	G4_1_lvl	G5_1_all	G5_1_lvl	G6_1_all	G6_1_lvl	lvl_type	taxid	name
25.8468	45900	0	11793	0	24659	0	1707	0	1919	0	4984	0	838	0	O	45370	        Eubacteriales
18.1079	32157	0	5958	0	6835	0	11339	0	1271	0	5016	0	1738	0	O	45570	        Peptostreptococcales-Tissierellales
11.0893	19693	0	4222	0	4464	0	1483	0	2792	0	3665	0	3067	0	O	45325	        Christensenellales
6.8294	12128	0	1440	0	1660	0	1914	0	1343	0	2672	0	3099	0	O	45508	        Oscillospirales
3.2075	5696	0	821	0	814	0	489	0	1046	0	1246	0	1280	0	O	45405	        Lachnospirales
1.0812	1920	0	460	0	543	0	197	0	195	0	210	0	315	0	O	1863	        Clostridiales
0.4837	859	859	353	353	225	225	27	27	27	27	102	102	125	125	O	45331	        Clostridia UCG-014
0.2455	436	0	37	0	95	0	129	0	43	0	69	0	63	0	O	45563	        Peptococcales
0.1419	252	0	40	0	20	0	20	0	21	0	128	0	23	0	O	45505	        Monoglobales
0.0839	149	0	27	0	27	0	23	0	17	0	12	0	43	0	O	45322	        Caldicoprobacterales
0.0175	31	0	1	0	0	0	0	0	4	0	1	0	25	0	O	45664	        Thermincolales
0.0107	19	0	1	0	9	0	3	0	1	0	3	0	2	0	O	45660	        Proteinivoracales
0.0051	9	9	1	1	2	2	0	0	0	0	5	5	1	1	O	45667	        uncultured
0.0011	2	2	1	1	0	0	0	0	0	0	0	0	1	1	O	45504	        MAT-CR-H4-C10
37.5854	66746	0	302	0	1372	0	35929	0	1037	0	1495	0	26611	0	C	14398	      Limnochordia
37.4598	66523	66523	302	302	1367	1367	35853	35853	1001	1001	1485	1485	26515	26515	O	45726	        MBA03
0.0546	97	97	0	0	2	2	52	52	0	0	4	4	39	39	O	45725	        M55-D21
0.0439	78	78	0	0	1	1	0	0	31	31	3	3	43	43	O	45723	        B55-F-B-G02
0.0231	41	0	0	0	2	0	23	0	4	0	2	0	10	0	O	14399	        Limnochordales
0.0017	3	3	0	0	0	0	0	0	1	1	0	0	2	2	O	45727	        uncultured
25.9999	46172	0	11542	0	14053	0	2908	0	8824	0	4182	0	4663	0	C	1673	      Bacilli
11.7623	20888	0	3252	0	6992	0	2010	0	7102	0	808	0	724	0	O	45200	        Erysipelotrichales
8.7524	15543	0	7606	0	5952	0	450	0	112	0	1025	0	398	0	O	45148	        Acholeplasmatales
3.0858	5480	0	549	0	818	0	174	0	1104	0	1756	0	1079	0	O	1800	        Lactobacillales
1.3199	2344	0	10	0	44	0	12	0	115	0	165	0	1998	0	O	45246	        Izemoplasmatales
0.5502	977	0	68	0	123	0	140	0	208	0	181	0	257	0	O	1674	        Bacillales
0.2027	360	0	15	0	76	0	55	0	67	0	87	0	60	0	O	45270	        Paenibacillales
0.1802	320	0	28	0	29	0	18	0	63	0	106	0	76	0	O	45284	        Staphylococcales
0.0490	87	0	4	0	3	0	0	0	34	0	14	0	32	0	O	45249	        Kyrpidiales
0.0270	48	0	1	0	8	0	4	0	10	0	8	0	17	0	O	45158	        Alicyclobacillales
0.0265	47	47	4	4	2	2	9	9	2	2	25	25	5	5	O	45282	        RF39
0.0118	21	21	0	0	0	0	21	21	0	0	0	0	0	0	O	45283	        RsaHf231
0.0056	10	0	1	0	1	0	8	0	0	0	0	0	0	0	O	45189	        Entomoplasmatales
0.0045	8	0	0	0	0	0	3	0	1	0	1	0	3	0	O	45180	        Brevibacillales
0.0034	6	0	2	0	1	0	1	0	0	0	1	0	1	0	O	45263	        Mycoplasmatales
0.0028	5	0	0	0	0	0	0	0	0	0	1	0	4	0	O	45164	        Aneurinibacillales
0.0028	5	0	0	0	1	0	0	0	2	0	1	0	1	0	O	45300	        Thermoactinomycetales
0.0006	1	0	0	0	0	0	0	0	0	0	0	0	1	0	O	45296	        Thermicanales
0.0006	1	0	0	0	0	0	0	0	0	0	0	0	1	0	O	45186	        Desulfuribacillales
0.0006	1	0	0	0	1	0	0	0	0	0	0	0	0	0	O	45183	        Caldalkalibacillales
2.3228	4125	0	1137	0	1599	0	161	0	184	0	865	0	179	0	C	45812	      Thermacetogenia
2.3228	4125	0	1137	0	1599	0	161	0	184	0	865	0	179	0	O	45813	        Thermacetogeniales
0.7636	1356	0	142	0	145	0	64	0	274	0	415	0	316	0	C	45802	      Syntrophomonadia
0.7636	1356	0	142	0	145	0	64	0	274	0	415	0	316	0	O	45803	        Syntrophomonadales
0.5395	958	0	101	0	130	0	95	0	192	0	204	0	236	0	C	2164	      Negativicutes
0.3531	627	0	78	0	106	0	64	0	134	0	147	0	98	0	O	45745	        Acidaminococcales
0.1689	300	0	22	0	23	0	25	0	54	0	55	0	121	0	O	45752	        Veillonellales-Selenomonadales
0.0152	27	27	1	1	1	1	5	5	3	3	1	1	16	16	O	45789	        uncultured
0.2269	403	0	11	0	47	0	102	0	46	0	43	0	154	0	C	45826	      Thermoanaerobacteria
0.2191	389	0	11	0	47	0	102	0	40	0	42	0	147	0	O	45831	        Thermoanaerobacterales
0.0079	14	0	0	0	0	0	0	0	6	0	1	0	7	0	O	45827	        Caldicellulosiruptorales
0.1993	354	0	61	0	137	0	16	0	107	0	24	0	9	0	C	45669	      Desulfitobacteriia
0.1993	354	0	61	0	137	0	16	0	107	0	24	0	9	0	O	45670	        Desulfitobacteriales
0.0541	96	0	11	0	16	0	6	0	13	0	8	0	42	0	C	45687	      Desulfotomaculia
0.0445	79	0	11	0	16	0	6	0	9	0	7	0	30	0	O	45699	        Desulfotomaculales
0.0090	16	0	0	0	0	0	0	0	4	0	1	0	11	0	O	45688	        Ammonifexales
0.0490	87	0	2	0	2	0	0	0	12	0	18	0	53	0	C	45728	      Moorellia
0.0484	86	0	1	0	2	0	0	0	12	0	18	0	53	0	O	45732	        Desulfitibacterales
0.0006	1	0	1	0	0	0	0	0	0	0	0	0	0	0	O	45729	        Calderihabitantales
0.0298	53	0	2	0	0	0	1	0	12	0	6	0	32	0	C	45717	      Incertae Sedis
0.0298	53	53	2	2	0	0	1	1	12	12	6	6	32	32	O	45718	        DTU014
0.0186	33	0	0	0	4	0	0	0	6	0	7	0	16	0	C	45711	      Dethiobacteria
0.0186	33	0	0	0	4	0	0	0	6	0	7	0	16	0	O	45712	        Dethiobacterales
0.0130	23	0	0	0	0	0	0	0	4	0	3	0	16	0	C	45790	      Sulfobacillia
0.0130	23	0	0	0	0	0	0	0	4	0	3	0	16	0	O	45791	        Sulfobacillales
0.0039	7	0	0	0	0	0	3	0	2	0	0	0	2	0	C	45795	      Symbiobacteriia
0.0039	7	0	0	0	0	0	3	0	2	0	0	0	2	0	O	45796	        Symbiobacteriales
0.0023	4	0	0	0	0	0	0	0	1	0	0	0	3	0	C	45739	      Natranaerobiia
0.0023	4	0	0	0	0	0	0	0	1	0	0	0	3	0	O	45740	        Natranaerobiales
0.0006	1	0	0	0	0	0	0	0	0	0	1	0	0	0	C	45818	      Thermaerobacteria
0.0006	1	0	0	0	0	0	0	0	0	0	1	0	0	0	O	45819	        Thermaerobacterales
0.0006	1	0	0	0	0	0	0	0	0	0	1	0	0	0	C	45845	      Thermovenabulia
0.0006	1	0	0	0	0	0	0	0	0	0	1	0	0	0	O	45846	        Thermovenabulales
41.2676	73285	0	13933	0	15719	0	2991	0	17972	0	16653	0	6017	0	P	1385	    Chloroflexi
40.1374	71278	0	13698	0	15424	0	2747	0	17545	0	16394	0	5470	0	C	1386	      Anaerolineae
39.9521	70949	0	13677	0	15416	0	2742	0	17473	0	16376	0	5265	0	O	1387	        Anaerolineales
0.0833	148	0	2	0	1	0	0	0	19	0	5	0	121	0	O	25133	        Caldilineales
0.0676	120	0	16	0	5	0	4	0	33	0	5	0	57	0	O	25142	        SBR1031
0.0208	37	0	3	0	1	0	1	0	13	0	3	0	16	0	O	25127	        Ardenticatenales
0.0056	10	10	0	0	0	0	0	0	2	2	0	0	8	8	O	25150	        uncultured
0.0034	6	6	0	0	1	1	0	0	1	1	3	3	1	1	O	25141	        RBG-13-54-9
0.0028	5	5	0	0	0	0	0	0	3	3	2	2	0	0	O	25146	        SJA-15
0.6386	1134	0	81	0	269	0	230	0	257	0	198	0	99	0	C	1450	      Ktedonobacteria
0.5671	1007	0	15	0	251	0	217	0	249	0	180	0	95	0	O	1456	        Ktedonobacterales
0.0698	124	124	66	66	17	17	12	12	8	8	18	18	3	3	O	1453	        C0119
0.0011	2	2	0	0	1	1	0	0	0	0	0	0	1	1	O	1452	        B12-WMSP1
0.0006	1	1	0	0	0	0	1	1	0	0	0	0	0	0	O	1451	        B10-SB3A
0.4206	747	0	149	0	12	0	11	0	146	0	46	0	383	0	C	1411	      Chloroflexia
0.4021	714	0	135	0	12	0	10	0	139	0	44	0	374	0	O	1413	        Chloroflexales
0.0090	16	0	8	0	0	0	0	0	3	0	0	0	5	0	O	11231	        Kallotenuales
0.0084	15	0	6	0	0	0	1	0	4	0	1	0	3	0	O	25163	        Thermomicrobiales
0.0006	1	1	0	0	0	0	0	0	0	0	1	1	0	0	O	25159	        Elev-1554
0.0681	121	0	5	0	13	0	2	0	23	0	14	0	64	0	C	1428	      Dehalococcoidia
0.0237	42	42	1	1	0	0	0	0	9	9	2	2	30	30	O	1440	        MSBL5
0.0135	24	24	1	1	1	1	2	2	2	2	2	2	16	16	O	25185	        SAR202 clade
0.0090	16	16	2	2	8	8	0	0	0	0	6	6	0	0	O	1443	        vadinBA26
0.0079	14	0	0	0	0	0	0	0	5	0	0	0	9	0	O	1429	        Dehalococcoidales
0.0056	10	10	0	0	0	0	0	0	2	2	0	0	8	8	O	1442	        Sh765B-AG-111
0.0034	6	6	0	0	4	4	0	0	0	0	2	2	0	0	O	25184	        S085
0.0011	2	2	0	0	0	0	0	0	0	0	2	2	0	0	O	1436	        FS117-23B-02
0.0011	2	2	0	0	0	0	0	0	2	2	0	0	0	0	O	25180	        H3.93
0.0006	1	0	0	0	0	0	0	0	1	0	0	0	0	0	O	1439	        GIF9
27.6932	49179	0	18732	0	7382	0	4432	0	4199	0	8112	0	6322	0	P	43868	    Bacteroidota
27.6386	49082	0	18720	0	7370	0	4432	0	4180	0	8093	0	6287	0	C	43869	      Bacteroidia
22.1573	39348	0	15566	0	7067	0	2025	0	3686	0	5160	0	5844	0	O	43870	        Bacteroidales
2.4873	4417	0	1050	0	61	0	421	0	262	0	2427	0	196	0	O	44004	        Chitinophagales
1.5440	2742	0	1288	0	126	0	1101	0	80	0	89	0	58	0	O	44330	        Sphingobacteriales
0.8661	1538	0	141	0	103	0	862	0	61	0	276	0	95	0	O	44160	        Flavobacteriales
0.5727	1017	0	669	0	9	0	21	0	88	0	139	0	91	0	O	44057	        Cytophagales
0.0051	9	9	4	4	3	3	0	0	1	1	1	1	0	0	O	44003	        Bacteroidetes VC2.1 Bac22
0.0434	77	0	5	0	8	0	0	0	17	0	13	0	34	0	C	44390	      Kapabacteria
0.0434	77	77	5	5	8	8	0	0	17	17	13	13	34	34	O	44391	        Kapabacteriales
0.0062	11	0	4	0	4	0	0	0	0	0	3	0	0	0	C	44366	      Chlorobia
0.0062	11	0	4	0	4	0	0	0	0	0	3	0	0	0	O	44367	        Chlorobiales
0.0034	6	0	1	0	0	0	0	0	1	0	3	0	1	0	C	44376	      Ignavibacteria
0.0017	3	0	0	0	0	0	0	0	1	0	2	0	0	0	O	44377	        Ignavibacteriales
0.0017	3	3	1	1	0	0	0	0	0	0	1	1	1	1	O	50039	        SJA-28
0.0011	2	0	2	0	0	0	0	0	0	0	0	0	0	0	C	44402	      Rhodothermia
0.0011	2	0	2	0	0	0	0	0	0	0	0	0	0	0	O	44419	        Rhodothermales
27.5322	48893	0	16263	0	3763	0	4677	0	7021	0	8254	0	8915	0	P	43279	    Actinobacteriota
25.9442	46073	0	15014	0	3567	0	4420	0	6755	0	7699	0	8618	0	C	43309	      Actinobacteria
11.2329	19948	0	1386	0	2540	0	2835	0	3344	0	4246	0	5597	0	O	43677	        Pseudonocardiales
4.1912	7443	0	2437	0	79	0	69	0	1445	0	1738	0	1675	0	O	43376	        Frankiales
3.2739	5814	0	3479	0	374	0	686	0	564	0	457	0	254	0	O	43709	        Streptomycetales
2.9304	5204	0	4088	0	57	0	115	0	337	0	308	0	299	0	O	43416	        Micrococcales
1.7744	3151	0	816	0	223	0	424	0	525	0	606	0	557	0	O	43342	        Corynebacteriales
0.9911	1760	0	1427	0	47	0	58	0	78	0	106	0	44	0	O	43640	        Propionibacteriales
0.9888	1756	0	941	0	96	0	158	0	344	0	107	0	110	0	O	43600	        Micromonosporales
0.1695	301	0	58	0	82	0	29	0	27	0	78	0	27	0	O	43325	        Bifidobacteriales
0.1267	225	0	213	0	0	0	2	0	4	0	6	0	0	0	O	43408	        Kineosporiales
0.1115	198	0	105	0	6	0	20	0	41	0	17	0	9	0	O	43716	        Streptosporangiales
0.0698	124	0	1	0	54	0	13	0	28	0	3	0	25	0	O	43337	        Catenulisporales
0.0310	55	0	24	0	2	0	5	0	7	0	7	0	10	0	O	43311	        Actinomycetales
0.0175	31	31	12	12	1	1	0	0	4	4	11	11	3	3	O	43639	        PeM15
0.0084	15	15	15	15	0	0	0	0	0	0	0	0	0	0	O	43310	        0319-7L14
0.0056	10	0	0	0	3	0	3	0	0	0	2	0	2	0	O	43400	        Glycomycetales
0.0034	6	0	3	0	0	0	0	0	1	0	1	0	1	0	O	43634	        Nitriliruptorales
0.0023	4	0	3	0	0	0	0	0	0	0	1	0	0	0	O	43370	        Euzebyales
0.0006	1	1	1	1	0	0	0	0	0	0	0	0	0	0	O	43407	        KIST-JJY010
1.1093	1970	0	1097	0	133	0	199	0	130	0	286	0	125	0	C	43805	      Thermoleophilia
0.8300	1474	0	910	0	87	0	141	0	73	0	214	0	49	0	O	43810	        Solirubrobacterales
0.2787	495	0	187	0	46	0	58	0	57	0	71	0	76	0	O	43806	        Gaiellales
0.2652	471	0	105	0	22	0	31	0	74	0	183	0	56	0	C	43280	      Acidimicrobiia
0.1898	337	0	88	0	7	0	14	0	43	0	151	0	34	0	O	43295	        Microtrichales
0.0389	69	69	3	3	14	14	15	15	16	16	16	16	5	5	O	43294	        IMCC26256
0.0298	53	53	10	10	1	1	1	1	13	13	13	13	15	15	O	43308	        uncultured
0.0039	7	0	2	0	0	0	1	0	1	0	2	0	1	0	O	43290	        Actinomarinales
0.0006	1	0	1	0	0	0	0	0	0	0	0	0	0	0	O	43281	        Acidimicrobiales
0.1971	350	0	26	0	40	0	26	0	59	0	85	0	114	0	C	43762	      Coriobacteriia
0.1926	342	0	26	0	39	0	26	0	57	0	84	0	110	0	O	43764	        Coriobacteriales
0.0039	7	7	0	0	1	1	0	0	1	1	1	1	4	4	O	43798	        OPB41
0.0006	1	1	0	0	0	0	0	0	1	1	0	0	0	0	O	43797	        FS118-23B-02
0.0113	20	0	20	0	0	0	0	0	0	0	0	0	0	0	C	43801	      Rubrobacteria
0.0113	20	0	20	0	0	0	0	0	0	0	0	0	0	0	O	43802	        Rubrobacterales
20.9505	37205	0	5496	0	7930	0	563	0	9867	0	6645	0	6704	0	P	46698	    Verrucomicrobiota
20.3176	36081	0	5390	0	7741	0	488	0	9738	0	6190	0	6534	0	C	46771	      Verrucomicrobiae
17.3697	30846	0	5307	0	7732	0	460	0	9460	0	5781	0	2106	0	O	46812	        Pedosphaerales
2.5053	4449	0	3	0	1	0	2	0	58	0	180	0	4205	0	O	46791	        Opitutales
0.1622	288	0	2	0	0	0	0	0	88	0	106	0	92	0	O	46787	        Methylacidiphilales
0.1492	265	0	8	0	0	0	12	0	73	0	88	0	84	0	O	46829	        Verrucomicrobiales
0.1222	217	0	70	0	8	0	14	0	56	0	34	0	35	0	O	46774	        Chthoniobacterales
0.0039	7	7	0	0	0	0	0	0	0	0	0	0	7	7	O	46847	        uncultured
0.0011	2	2	0	0	0	0	0	0	1	1	0	0	1	1	O	46786	        LD1-PB3
0.3835	681	0	66	0	139	0	45	0	69	0	294	0	68	0	C	46732	      Kiritimatiellae
0.3469	616	616	54	54	110	110	34	34	60	60	292	292	66	66	O	46740	        WCHB1-41
0.0366	65	65	12	12	29	29	11	11	9	9	2	2	2	2	O	46733	        113B434
0.2168	385	0	33	0	44	0	22	0	52	0	140	0	94	0	C	46741	      Lentisphaeria
0.1154	205	0	23	0	33	0	19	0	20	0	94	0	16	0	O	46745	        Oligosphaerales
0.1014	180	0	10	0	11	0	3	0	32	0	46	0	78	0	O	46756	        Victivallales
0.0220	39	0	7	0	5	0	8	0	6	0	10	0	3	0	C	46699	      Chlamydiae
0.0214	38	0	7	0	5	0	8	0	6	0	9	0	3	0	O	46700	        Chlamydiales
0.0006	1	1	0	0	0	0	0	0	0	0	1	1	0	0	O	46731	        LD1-PA32
0.0096	17	0	0	0	1	0	0	0	2	0	10	0	4	0	C	46766	      Omnitrophia
0.0096	17	0	0	0	1	0	0	0	2	0	10	0	4	0	O	46767	        Omnitrophales
15.8944	28226	0	1259	0	1500	0	652	0	6724	0	2899	0	15192	0	P	46635	    Synergistota
15.8944	28226	0	1259	0	1500	0	652	0	6724	0	2899	0	15192	0	C	46636	      Synergistia
15.8944	28226	0	1259	0	1500	0	652	0	6724	0	2899	0	15192	0	O	46637	        Synergistales
15.4895	27507	0	209	0	5694	0	11734	0	4506	0	3052	0	2312	0	P	1500	    Cyanobacteria
15.4371	27414	0	177	0	5682	0	11716	0	4494	0	3046	0	2299	0	C	44560	      Cyanobacteriia
14.3543	25491	25491	158	158	5676	5676	11711	11711	3835	3835	2312	2312	1799	1799	O	44561	        Chloroplast
0.8402	1492	0	0	0	3	0	2	0	566	0	496	0	425	0	O	44827	        Synechococcales
0.1498	266	0	13	0	3	0	3	0	31	0	182	0	34	0	O	44562	        Cyanobacteriales
0.0777	138	0	5	0	0	0	0	0	56	0	51	0	26	0	O	44753	        Leptolyngbyales
0.0068	12	0	0	0	0	0	0	0	1	0	0	0	11	0	O	44816	        Pseudanabaenales
0.0023	4	0	0	0	0	0	0	0	2	0	0	0	2	0	O	44800	        Phormidesmiales
