#Number of Samples: 6
#Total Number of Reads: 963703
#G1_1	G1_1/G1_1_1_bracken_genuses.kraken2_report
#G2_1	G2_1/G2_1_1_bracken_genuses.kraken2_report
#G3_1	G3_1/G3_1_1_bracken_genuses.kraken2_report
#G4_1	G4_1/G4_1_1_bracken_genuses.kraken2_report
#G5_1	G5_1/G5_1_1_bracken_genuses.kraken2_report
#G6_1	G6_1/G6_1_1_bracken_genuses.kraken2_report
#perc	tot_all	tot_lvl	G1_1_all	G1_1_lvl	G2_1_all	G2_1_lvl	G3_1_all	G3_1_lvl	G4_1_all	G4_1_lvl	G5_1_all	G5_1_lvl	G6_1_all	G6_1_lvl	lvl_type	taxid	name
0.0195	188	188	1	1	33	33	145	145	3	3	1	1	5	5	G	50357	            Alcanivorax
0.0109	105	0	34	0	2	0	38	0	9	0	13	0	9	0	F	50422	          Marinobacteraceae
0.0109	105	105	34	34	2	2	38	38	9	9	13	13	9	9	G	50423	            Marinobacter
0.0081	78	0	0	0	15	0	61	0	0	0	1	0	1	0	F	50450	          Pseudohongiellaceae
0.0080	77	77	0	0	15	15	60	60	0	0	1	1	1	1	G	50452	            Pseudohongiella
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	0	0	G	50451	            BIyi10
0.0065	63	0	13	0	8	0	29	0	4	0	6	0	3	0	F	50428	          Nitrincolaceae
0.0026	25	25	0	0	2	2	22	22	0	0	1	1	0	0	G	50436	            Nitrincola
0.0024	23	23	9	9	3	3	4	4	3	3	1	1	3	3	G	50432	            Marinobacterium
0.0007	7	7	2	2	1	1	2	2	1	1	1	1	0	0	G	50438	            Profundimonas
0.0002	2	2	0	0	0	0	0	0	0	0	2	2	0	0	G	50429	            Amphritea
0.0002	2	2	1	1	0	0	0	0	0	0	1	1	0	0	G	50434	            Neptuniibacter
0.0001	1	1	0	0	1	1	0	0	0	0	0	0	0	0	G	50433	            Motiliproteus
0.0044	42	0	3	0	4	0	25	0	2	0	8	0	0	0	F	50387	          Halieaceae
0.0023	22	22	0	0	4	4	13	13	2	2	3	3	0	0	G	50394	            OM60(NOR5) clade
0.0009	9	9	3	3	0	0	6	6	0	0	0	0	0	0	G	50396	            Pseudohaliea
0.0008	8	8	0	0	0	0	4	4	0	0	4	4	0	0	G	50391	            Halioglobus
0.0001	1	1	0	0	0	0	0	0	0	0	1	1	0	0	G	50390	            Haliea
0.0027	26	0	3	0	0	0	9	0	5	0	7	0	2	0	F	50380	          Endozoicomonadaceae
0.0018	17	17	0	0	0	0	8	8	2	2	5	5	2	2	G	50381	            Endozoicomonas
0.0009	9	9	3	3	0	0	1	1	3	3	2	2	0	0	G	50382	            Kistimonas
0.0026	25	0	4	0	1	0	0	0	5	0	10	0	5	0	F	50470	          Spongiibacteraceae
0.0022	21	21	3	3	1	1	0	0	5	5	8	8	4	4	G	50471	            BD1-7 clade
0.0002	2	2	0	0	0	0	0	0	0	0	2	2	0	0	G	50478	            uncultured
0.0001	1	1	0	0	0	0	0	0	0	0	0	0	1	1	G	50472	            Dasania
0.0001	1	1	1	1	0	0	0	0	0	0	0	0	0	0	G	50477	            Zhongshania
0.0022	21	0	6	0	4	0	7	0	4	0	0	0	0	0	F	50426	          Microbulbiferaceae
0.0022	21	21	6	6	4	4	7	7	4	4	0	0	0	0	G	50427	            Microbulbifer
0.0015	14	0	4	0	0	0	2	0	3	0	1	0	4	0	F	50455	          Saccharospirillaceae
0.0003	3	3	0	0	0	0	1	1	0	0	0	0	2	2	G	50462	            Oleibacter
0.0002	2	2	0	0	0	0	1	1	0	0	1	1	0	0	G	50463	            Oleispira
0.0002	2	2	1	1	0	0	0	0	1	1	0	0	0	0	G	50461	            Oceanobacter
0.0002	2	2	1	1	0	0	0	0	1	1	0	0	0	0	G	50464	            Reinekea
0.0001	1	1	0	0	0	0	0	0	0	0	0	0	1	1	G	50469	            uncultured
0.0001	1	1	1	1	0	0	0	0	0	0	0	0	0	0	G	50466	            Salinispirillum
0.0006	6	0	1	0	1	0	1	0	3	0	0	0	0	0	F	50424	          Marinomonadaceae
0.0006	6	6	1	1	1	1	1	1	3	3	0	0	0	0	G	50425	            Marinomonas
0.0003	3	0	0	0	0	0	1	0	2	0	0	0	0	0	F	50479	          Thioglobaceae
0.0003	3	3	0	0	0	0	1	1	2	2	0	0	0	0	G	50485	            SUP05 cluster
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	0	0	F	50355	          Alcanivoracaceae
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	0	0	G	50358	            Ketobacter
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	0	0	F	50441	          Oceanospirillaceae
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	0	0	G	50442	            Oceanospirillum
0.0001	1	0	1	0	0	0	0	0	0	0	0	0	0	0	F	50419	          Litoricolaceae
0.0001	1	1	1	1	0	0	0	0	0	0	0	0	0	0	G	50420	            Litoricola
11.0254	106252	0	6962	0	3582	0	17351	0	36776	0	9967	0	31614	0	O	46187	        Burkholderiales
5.0428	48598	0	4464	0	572	0	6410	0	28855	0	4183	0	4114	0	F	46189	          Alcaligenaceae
1.5698	15128	15128	579	579	134	134	935	935	11483	11483	681	681	1316	1316	G	46191	            Advenella
0.6003	5785	5785	1072	1072	39	39	111	111	3877	3877	335	335	351	351	G	46190	            Achromobacter
0.5632	5428	5428	156	156	36	36	157	157	3027	3027	1640	1640	412	412	G	46206	            Parapusillimonas
0.4926	4747	4747	750	750	28	28	140	140	3146	3146	309	309	374	374	G	46194	            Bordetella
0.4136	3986	3986	2	2	182	182	3729	3729	39	39	8	8	26	26	G	46202	            Oligella
0.2839	2736	2736	738	738	10	10	49	49	1665	1665	124	124	150	150	G	46192	            Alcaligenes
0.2070	1995	1995	281	281	3	3	35	35	1462	1462	93	93	121	121	G	46210	            Pusillimonas
0.1802	1737	1737	74	74	37	37	340	340	510	510	83	83	693	693	G	46201	            Kerstersia
0.1715	1653	1653	141	141	1	1	58	58	955	955	346	346	152	152	G	46213	            uncultured
0.1506	1451	1451	117	117	85	85	775	775	262	262	152	152	60	60	G	46212	            Verticiella
0.1430	1378	1378	174	174	5	5	37	37	944	944	84	84	134	134	G	46200	            GKS98 freshwater group
0.0738	711	711	11	11	0	0	0	0	380	380	161	161	159	159	G	46203	            Orrella
0.0722	696	696	84	84	1	1	2	2	498	498	23	23	88	88	G	46197	            Castellaniella
0.0464	447	447	196	196	1	1	12	12	190	190	31	31	17	17	G	46209	            Pigmentiphaga
0.0243	234	234	23	23	1	1	8	8	136	136	52	52	14	14	G	46196	            Candidimonas
0.0172	166	166	11	11	0	0	2	2	105	105	36	36	12	12	G	46208	            Pelistega
0.0167	161	161	30	30	0	0	2	2	107	107	6	6	16	16	G	46195	            Candidatus Kinetoplastibacterium
0.0049	47	47	0	0	0	0	4	4	33	33	4	4	6	6	G	46211	            Taylorella
0.0047	45	45	14	14	1	1	2	2	25	25	1	1	2	2	G	46204	            Paenalcaligenes
0.0004	4	4	3	3	0	0	1	1	0	0	0	0	0	0	G	46198	            Derxia
0.0003	3	3	1	1	0	0	0	0	1	1	1	1	0	0	G	46193	            Ampullimonas
0.0002	2	2	0	0	0	0	0	0	0	0	2	2	0	0	G	46199	            Eoetvoesia
0.0002	2	2	0	0	0	0	0	0	1	1	0	0	1	1	G	46207	            Parvibium
0.0001	1	1	0	0	0	0	0	0	1	1	0	0	0	0	G	50230	            Brackiella
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	0	0	G	46205	            Paralcaligenes
2.7823	26813	0	190	0	172	0	263	0	2338	0	2557	0	21293	0	F	46403	          Rhodocyclaceae
1.9305	18604	18604	3	3	18	18	31	31	1302	1302	1278	1278	15972	15972	G	46425	            Thauera
0.6854	6605	6605	25	25	67	67	24	24	743	743	1005	1005	4741	4741	G	46410	            Dechlorobacter
0.0663	639	639	1	1	29	29	174	174	70	70	52	52	313	313	G	46404	            Azoarcus
0.0285	275	275	122	122	2	2	1	1	19	19	108	108	23	23	G	46417	            Methyloversatilis
0.0242	233	233	9	9	10	10	9	9	82	82	34	34	89	89	G	46429	            uncultured
0.0093	90	90	12	12	25	25	9	9	9	9	30	30	5	5	G	46419	            Propionivibrio
0.0080	77	77	0	0	3	3	1	1	48	48	8	8	17	17	G	46405	            Azonexus
0.0066	64	64	0	0	3	3	3	3	12	12	8	8	38	38	G	46411	            Dechloromonas
0.0036	35	35	0	0	1	1	0	0	11	11	4	4	19	19	G	46415	            Ferribacterium
0.0025	24	24	2	2	2	2	1	1	9	9	5	5	5	5	G	46428	            Zoogloea
0.0024	23	23	1	1	2	2	0	0	7	7	3	3	10	10	G	46424	            Sulfuritalea
0.0022	21	21	0	0	1	1	1	1	2	2	5	5	12	12	G	46406	            Azospira
0.0018	17	17	0	0	1	1	1	1	1	1	2	2	12	12	G	46407	            Azovibrio
0.0017	16	16	3	3	0	0	0	0	7	7	1	1	5	5	G	46409	            Candidatus Accumulibacter
0.0017	16	16	8	8	0	0	0	0	1	1	1	1	6	6	G	46427	            Z-35
0.0010	10	10	0	0	1	1	1	1	0	0	1	1	7	7	G	46413	            Denitratisoma
0.0007	7	7	0	0	1	1	1	1	0	0	1	1	4	4	G	46408	            C39
0.0006	6	6	0	0	0	0	0	0	4	4	2	2	0	0	G	46426	            Uliginosibacterium
0.0006	6	6	0	0	0	0	3	3	0	0	0	0	3	3	G	46414	            Denitromonas
0.0005	5	5	0	0	0	0	0	0	1	1	0	0	4	4	G	46412	            Dechlorosoma
0.0003	3	3	0	0	0	0	0	0	2	2	1	1	0	0	G	46422	            Sterolibacterium
0.0001	1	1	0	0	0	0	0	0	1	1	0	0	0	0	G	46420	            Quatrionicoccus
1.8737	18057	0	844	0	670	0	8634	0	1841	0	1720	0	4348	0	F	46259	          Comamonadaceae
1.3109	12633	12633	11	11	472	472	8045	8045	579	579	585	585	2941	2941	G	46281	            Lampropedia
0.0815	785	785	46	46	54	54	131	131	185	185	166	166	203	203	G	46269	            Comamonas
0.0614	592	592	224	224	11	11	57	57	141	141	85	85	74	74	G	46315	            uncultured
0.0453	437	437	8	8	3	3	11	11	128	128	157	157	130	130	G	46283	            Limnohabitans
0.0443	427	427	1	1	3	3	15	15	47	47	33	33	328	328	G	46265	            Brachymonas
0.0380	366	366	27	27	16	16	42	42	78	78	114	114	89	89	G	46260	            Acidovorax
0.0376	362	362	157	157	12	12	36	36	96	96	45	45	16	16	G	46297	            Rhizobacter
0.0312	301	301	20	20	19	19	20	20	55	55	72	72	115	115	G	46276	            Hydrogenophaga
0.0228	220	220	42	42	5	5	15	15	66	66	50	50	42	42	G	46298	            Rhodoferax
0.0204	197	197	9	9	8	8	53	53	31	31	60	60	36	36	G	46296	            Ramlibacter
0.0187	180	180	28	28	15	15	19	19	43	43	32	32	43	43	G	46262	            Aquabacterium
0.0174	168	168	23	23	10	10	23	23	55	55	25	25	32	32	G	46272	            Delftia
0.0173	167	167	8	8	4	4	35	35	42	42	24	24	54	54	G	46273	            Diaphorobacter
0.0128	123	123	27	27	1	1	18	18	37	37	23	23	17	17	G	46309	            Variovorax
0.0122	118	118	1	1	0	0	1	1	22	22	71	71	23	23	G	46261	            Alicycliphilus
0.0090	87	87	35	35	2	2	10	10	10	10	22	22	8	8	G	46292	            Polaromonas
0.0079	76	76	4	4	2	2	4	4	21	21	29	29	16	16	G	46304	            Sphaerotilus
0.0066	64	64	24	24	0	0	1	1	22	22	13	13	4	4	G	46278	            Ideonella
0.0065	63	63	4	4	1	1	1	1	11	11	8	8	38	38	G	46271	            Curvibacter
0.0062	60	60	7	7	1	1	11	11	8	8	11	11	22	22	G	46288	            Ottowia
0.0056	54	54	6	6	1	1	7	7	10	10	22	22	8	8	G	46266	            Caenimonas
0.0054	52	52	7	7	0	0	10	10	18	18	8	8	9	9	G	46274	            Extensimonas
0.0042	40	40	7	7	1	1	8	8	9	9	6	6	9	9	G	46303	            Simplicispira
0.0035	34	34	10	10	0	0	7	7	14	14	2	2	1	1	G	46282	            Leptothrix
0.0035	34	34	12	12	0	0	1	1	0	0	18	18	3	3	G	46286	            Methylibium
0.0033	32	32	8	8	0	0	4	4	11	11	1	1	8	8	G	46290	            Pelomonas
0.0031	30	30	0	0	3	3	4	4	22	22	0	0	1	1	G	46301	            Rubrivivax
0.0031	30	30	0	0	4	4	1	1	13	13	1	1	11	11	G	46268	            Candidatus Symbiobacter
0.0028	27	27	22	22	0	0	4	4	1	1	0	0	0	0	G	46310	            Verminephrobacter
0.0027	26	26	6	6	0	0	8	8	4	4	5	5	3	3	G	46307	            Thiomonas
0.0024	23	23	20	20	0	0	0	0	3	3	0	0	0	0	G	46314	            [Polyangium] brachysporum group
0.0021	20	20	4	4	0	0	2	2	3	3	8	8	3	3	G	46289	            Paucibacter
0.0021	20	20	5	5	2	2	3	3	9	9	0	0	1	1	G	46295	            RS62 marine group
0.0018	17	17	0	0	4	4	2	2	0	0	0	0	11	11	G	46279	            Inhella
0.0011	11	11	0	0	0	0	5	5	0	0	1	1	5	5	G	46270	            Corticibacter
0.0011	11	11	5	5	0	0	0	0	6	6	0	0	0	0	G	46299	            Rivibacter
0.0009	9	9	2	2	0	0	2	2	5	5	0	0	0	0	G	46294	            Pseudorhodoferax
0.0008	8	8	0	0	0	0	0	0	0	0	2	2	6	6	G	46287	            Mitsuaria
0.0007	7	7	0	0	0	0	0	0	0	0	5	5	2	2	G	46308	            Tibeticola
0.0007	7	7	1	1	0	0	1	1	0	0	0	0	5	5	G	46311	            Xenophilus
0.0007	7	7	1	1	1	1	0	0	5	5	0	0	0	0	G	46293	            Pseudacidovorax
0.0006	6	6	0	0	0	0	2	2	2	2	0	0	2	2	G	46312	            Xylophilus
0.0005	5	5	1	1	1	1	1	1	0	0	2	2	0	0	G	46300	            Roseateles
0.0004	4	4	0	0	0	0	0	0	1	1	0	0	3	3	G	46267	            Caldimonas
0.0004	4	4	0	0	0	0	0	0	4	4	0	0	0	0	G	46291	            Piscinibacter
0.0003	3	3	0	0	0	0	0	0	0	0	0	0	3	3	G	46275	            Giesbergeria
0.0003	3	3	0	0	0	0	0	0	1	1	0	0	2	2	G	46284	            Macromonas
0.0003	3	3	2	2	0	0	0	0	1	1	0	0	0	0	G	46306	            Tepidimonas
0.0001	1	1	0	0	0	0	0	0	1	1	0	0	0	0	G	46264	            Azohydromonas
0.0001	1	1	1	1	0	0	0	0	0	0	0	0	0	0	G	46313	            Zhizhongheella
1.0673	10286	0	1108	0	1939	0	1885	0	3103	0	1182	0	1069	0	F	46220	          Burkholderiaceae
0.8519	8210	8210	859	859	1828	1828	1773	1773	2394	2394	779	779	577	577	G	46221	            Burkholderia-Caballeronia-Paraburkholderia
0.0641	618	618	11	11	60	60	25	25	276	276	124	124	122	122	G	46230	            Ralstonia
0.0475	458	458	87	87	3	3	10	10	130	130	115	115	113	113	G	46226	            Limnobacter
0.0396	382	382	3	3	3	3	1	1	170	170	85	85	120	120	G	46229	            Polynucleobacter
0.0178	172	172	4	4	21	21	41	41	22	22	13	13	71	71	G	46222	            Candidatus Glomeribacter
0.0123	119	119	39	39	5	5	8	8	29	29	22	22	16	16	G	46225	            Lautropia
0.0120	116	116	3	3	10	10	12	12	43	43	29	29	19	19	G	46224	            Cupriavidus
0.0119	115	115	93	93	1	1	4	4	10	10	1	1	6	6	G	46231	            Robbsia
0.0046	44	44	2	2	3	3	5	5	14	14	8	8	12	12	G	46232	            uncultured
0.0022	21	21	3	3	2	2	2	2	4	4	2	2	8	8	G	46223	            Candidatus Tremblaya
0.0010	10	10	0	0	0	0	1	1	7	7	1	1	1	1	G	46228	            Pandoraea
0.1216	1172	0	68	0	142	0	35	0	268	0	142	0	517	0	F	46348	          Neisseriaceae
0.1040	1002	1002	51	51	128	128	21	21	198	198	123	123	481	481	G	46360	            uncultured
0.0118	114	114	12	12	4	4	9	9	47	47	18	18	24	24	G	46354	            Neisseria
0.0043	41	41	1	1	8	8	4	4	17	17	0	0	11	11	G	46353	            Kingella
0.0006	6	6	1	1	0	0	1	1	2	2	1	1	1	1	G	46351	            Conchiformibius
0.0002	2	2	0	0	0	0	0	0	2	2	0	0	0	0	G	46352	            Eikenella
0.0002	2	2	1	1	1	1	0	0	0	0	0	0	0	0	G	46358	            Uruburuella
0.0746	719	0	238	0	44	0	63	0	176	0	79	0	119	0	F	46375	          Oxalobacteraceae
0.0434	418	418	162	162	32	32	36	36	104	104	40	40	44	44	G	46388	            Massilia
0.0085	82	82	1	1	1	1	3	3	24	24	9	9	44	44	G	46398	            [Aquaspirillum] arcticum group
0.0067	65	65	24	24	5	5	6	6	15	15	6	6	9	9	G	46389	            Noviherbaspirillum
0.0034	33	33	11	11	1	1	6	6	3	3	8	8	4	4	G	46400	            uncultured
0.0023	22	22	1	1	1	1	5	5	8	8	0	0	7	7	G	46391	            Oxalobacter
0.0022	21	21	7	7	0	0	1	1	9	9	1	1	3	3	G	46387	            Janthinobacterium
0.0019	18	18	5	5	0	0	0	0	5	5	7	7	1	1	G	46397	            Undibacterium
0.0016	15	15	12	12	0	0	0	0	0	0	2	2	1	1	G	46383	            Duganella
0.0008	8	8	3	3	2	2	2	2	1	1	0	0	0	0	G	46385	            Herbaspirillum
0.0007	7	7	0	0	0	0	2	2	3	3	1	1	1	1	G	46381	            Candidatus Zinderia
0.0004	4	4	3	3	0	0	0	0	0	0	1	1	0	0	G	46390	            Oxalicibacterium
0.0004	4	4	4	4	0	0	0	0	0	0	0	0	0	0	G	46377	            CM1G08
0.0001	1	1	0	0	0	0	0	0	0	0	0	0	1	1	G	46386	            Herminiimonas
0.0160	154	0	11	0	8	0	19	0	47	0	30	0	39	0	F	46361	          Nitrosomonadaceae
0.0042	40	40	2	2	4	4	6	6	9	9	9	9	10	10	G	46368	            Nitrosomonas
0.0038	37	37	6	6	1	1	4	4	16	16	5	5	5	5	G	46364	            Ellin6067
0.0028	27	27	0	0	0	0	6	6	8	8	6	6	7	7	G	46367	            MND1
0.0022	21	21	0	0	1	1	3	3	8	8	6	6	3	3	G	46372	            mle1-7
0.0007	7	7	1	1	0	0	0	0	0	0	1	1	5	5	G	46369	            Nitrosospira
0.0003	3	3	0	0	0	0	0	0	1	1	1	1	1	1	G	46371	            cr616
0.0003	3	3	0	0	1	1	0	0	2	2	0	0	0	0	G	46366	            IS-44
0.0003	3	3	1	1	1	1	0	0	0	0	0	0	1	1	G	46365	            GOUTA6
0.0001	1	1	0	0	0	0	0	0	0	0	0	0	1	1	G	46362	            966-1
0.0001	1	1	0	0	0	0	0	0	0	0	0	0	1	1	G	46370	            P3OB-51
0.0001	1	1	0	0	0	0	0	0	0	0	0	0	1	1	G	46374	            uncultured
0.0101	97	0	9	0	1	0	11	0	25	0	16	0	35	0	F	46436	          Sutterellaceae
0.0051	49	49	3	3	0	0	8	8	10	10	7	7	21	21	G	46439	            Sutterella
0.0022	21	21	5	5	1	1	0	0	10	10	2	2	3	3	G	46438	            Parasutterella
0.0015	14	14	1	1	0	0	1	1	2	2	1	1	9	9	G	46440	            uncultured
0.0011	11	11	0	0	0	0	2	2	2	2	6	6	1	1	G	46437	            AAP99
0.0089	86	0	2	0	19	0	10	0	23	0	14	0	18	0	F	46337	          Methylophilaceae
0.0025	24	24	1	1	3	3	7	7	8	8	2	2	3	3	G	46339	            MM1
0.0022	21	21	0	0	7	7	2	2	3	3	6	6	3	3	G	46340	            MM2
0.0010	10	10	0	0	0	0	0	0	8	8	1	1	1	1	G	46347	            uncultured
0.0007	7	7	0	0	3	3	0	0	0	0	0	0	4	4	G	46346	            UBA6140
0.0007	7	7	1	1	0	0	0	0	0	0	3	3	3	3	G	46345	            OM43 clade
0.0005	5	5	0	0	5	5	0	0	0	0	0	0	0	0	G	46341	            Methylobacillus
0.0004	4	4	0	0	0	0	0	0	2	2	1	1	1	1	G	46342	            Methylophilus
0.0002	2	2	0	0	1	1	1	1	0	0	0	0	0	0	G	46343	            Methylotenera
0.0072	69	0	11	0	4	0	4	0	26	0	6	0	18	0	F	46325	          Hydrogenophilaceae
0.0038	37	37	1	1	4	4	1	1	19	19	3	3	9	9	G	46331	            Thiobacillus
0.0022	21	21	9	9	0	0	1	1	4	4	2	2	5	5	G	46333	            uncultured
0.0008	8	8	0	0	0	0	2	2	2	2	1	1	3	3	G	46327	            Hydrogenophilus
0.0001	1	1	0	0	0	0	0	0	1	1	0	0	0	0	G	46330	            Tepidiphilus
0.0045	43	0	4	0	2	0	7	0	17	0	6	0	7	0	F	46319	          Gallionellaceae
0.0020	19	19	3	3	1	1	4	4	5	5	1	1	5	5	G	46322	            Gallionella
0.0013	13	13	0	0	0	0	2	2	9	9	0	0	2	2	G	46323	            Sideroxydans
0.0005	5	5	1	1	1	1	0	0	2	2	1	1	0	0	G	46324	            uncultured
0.0004	4	4	0	0	0	0	1	1	0	0	3	3	0	0	G	46320	            Candidatus Nitrotoga
0.0031	30	0	1	0	3	0	0	0	18	0	4	0	4	0	F	46237	          Chitinibacteraceae
0.0010	10	10	0	0	0	0	0	0	6	6	4	4	0	0	G	46243	            Deefgea
0.0006	6	6	0	0	1	1	0	0	5	5	0	0	0	0	G	46247	            Silvimonas
0.0005	5	5	1	1	1	1	0	0	3	3	0	0	0	0	G	46241	            Chitinilyticum
0.0003	3	3	0	0	0	0	0	0	3	3	0	0	0	0	G	46239	            Andreprevotia
0.0002	2	2	0	0	0	0	0	0	0	0	0	0	2	2	G	46245	            Iodobacter
0.0002	2	2	0	0	1	1	0	0	0	0	0	0	1	1	G	46240	            Chitinibacter
0.0001	1	1	0	0	0	0	0	0	0	0	0	0	1	1	G	46244	            Formivibrio
0.0024	23	0	0	0	0	0	1	0	10	0	5	0	7	0	F	46431	          Sulfuricellaceae
0.0009	9	9	0	0	0	0	0	0	5	5	1	1	3	3	G	46434	            Sulfuriferula
0.0009	9	9	0	0	0	0	1	1	3	3	4	4	1	1	G	46432	            Ferritrophicum
0.0004	4	4	0	0	0	0	0	0	1	1	0	0	3	3	G	46435	            Sulfurirhabdus
0.0001	1	1	0	0	0	0	0	0	1	1	0	0	0	0	G	46433	            Sulfuricella
0.0022	21	0	2	0	0	0	1	0	9	0	6	0	3	0	F	46251	          Chromobacteriaceae
0.0013	13	13	1	1	0	0	0	0	8	8	3	3	1	1	G	46253	            Chromobacterium
